GEO UID,Census Tract name,Total Education,No certificate,High (secondary) school,Postsecondary Education
5350412.25,412.25,2970,335,715,1915
5350412.26,412.26,3335,390,695,2245
5350413.01,413.01,8970,600,1870,6495
5350413.02,413.02,8245,725,1515,6005
5350420.03,420.03,3825,305,675,2840
5350420.05,420.05,4495,180,880,3435
5350420.06,420.06,2665,135,380,2155
5350420.08,420.08,2225,180,520,1520
5350420.09,420.09,2645,130,435,2080
5350420.10,420.10,1995,60,230,1705
5350420.11,420.11,2885,50,455,2385
5350420.13,420.13,3745,150,565,3025
5350420.14,420.14,5325,175,820,4330
5350420.15,420.15,1255,75,205,970
5350421.01,421.01,3855,140,650,3065
5350421.04,421.04,1845,65,440,1340
5350421.05,421.05,1880,55,280,1545
5350421.06,421.06,2305,100,405,1800
5350421.07,421.07,2100,40,285,1770
5350422.02,422.02,3380,260,805,2320
5350422.03,422.03,3720,105,615,3000
5350422.04,422.04,2025,90,305,1625
5350422.05,422.05,3725,125,495,3105
5350422.06,422.06,2665,220,565,1885
5350423.01,423.01,1890,30,325,1540
5350423.02,423.02,4300,180,825,3295
5350424.04,424.04,1335,60,265,1010
5350424.05,424.05,4385,220,745,3415
5350424.07,424.07,4625,85,645,3905
5350424.08,424.08,4045,95,535,3420
5350424.09,424.09,2725,160,490,2075
5350424.10,424.10,3470,100,655,2720
5350424.11,424.11,4870,225,815,3820
5350424.13,424.13,2775,90,500,2185
5350424.14,424.14,7380,255,1110,6015
5350424.15,424.15,5625,205,735,4685
5350424.16,424.16,4930,95,725,4110
5350430.03,430.03,2995,175,620,2200
5350430.05,430.05,3875,270,755,2850
5350430.06,430.06,4010,330,795,2885
5350430.07,430.07,5660,370,1175,4120
5350430.08,430.08,3050,140,685,2230
5350431.01,431.01,2860,195,645,2010
5350431.02,431.02,3355,185,695,2475
5350440.00,440.00,4050,185,730,3140
5350441.02,441.02,2155,140,460,1545
5350441.03,441.03,3925,155,765,3005
5350441.04,441.04,3275,90,615,2575
5350442.02,442.02,2445,170,625,1655
5350442.03,442.03,2815,40,450,2330
5350442.04,442.04,1900,65,335,1500
5350442.05,442.05,4010,190,700,3120
5350442.06,442.06,9305,470,1495,7335
5350450.02,450.02,1465,95,345,1025
5350450.03,450.03,4410,315,855,3245
5350450.05,450.05,3455,245,675,2535
5350450.06,450.06,4510,130,760,3625
5350451.01,451.01,1110,75,275,760
5350451.02,451.02,2970,340,740,1895
5350451.03,451.03,3675,245,805,2625
5350451.05,451.05,3230,245,655,2330
5350451.06,451.06,3710,165,700,2850
5350451.07,451.07,2920,205,530,2190
5350452.01,452.01,1755,155,500,1100
5350452.02,452.02,3075,470,845,1755
5350452.03,452.03,2805,230,780,1795
5350452.05,452.05,3530,255,620,2655
5350452.06,452.06,2650,150,570,1930
5350452.07,452.07,2695,175,560,1960
5350455.00,455.00,4745,325,1160,3260
5350456.01,456.01,6545,515,1240,4800
5350456.02,456.02,5545,430,1085,4030
5350456.03,456.03,2085,185,575,1330
5350460.01,460.01,4530,145,815,3575
5350460.02,460.02,1870,185,490,1185
5350461.01,461.01,3760,250,825,2680
5350461.02,461.02,4120,215,1140,2770
5350470.00,470.00,1730,215,545,975
5350471.00,471.00,1865,200,595,1075
5350472.00,472.00,4965,580,1440,2940
5350473.01,473.01,3565,310,1170,2085
5350473.02,473.02,3960,470,1115,2370
5350473.03,473.03,2075,230,800,1050
5350474.00,474.00,3365,380,1095,1895
5350475.00,475.00,3985,430,1265,2290
5350476.01,476.01,105,20,20,60
5350476.02,476.02,1245,240,380,630
5350480.01,480.01,2220,380,730,1110
5350480.03,480.03,1750,275,400,1075
5350480.04,480.04,760,110,235,420
5350480.05,480.05,3440,435,805,2195
5350480.06,480.06,1330,215,340,780
5350481.02,481.02,2400,270,745,1385
5350481.04,481.04,3645,405,985,2250
5350481.05,481.05,2125,160,670,1295
5350482.00,482.00,5780,770,1525,3490
5350483.01,483.01,3085,330,920,1830
5350483.02,483.02,3795,400,1030,2355
5350484.02,484.02,3815,420,1095,2300
5350484.03,484.03,2550,295,780,1475
5350484.04,484.04,515,40,200,280
5350485.02,485.02,4655,610,1625,2410
5350485.03,485.03,50,0,25,30
5350485.04,485.04,2105,215,805,1085
5350485.05,485.05,2585,225,725,1630
5350500.01,500.01,2330,295,620,1415
5350500.02,500.02,2700,345,685,1670
5350501.01,501.01,2960,150,615,2195
5350501.02,501.02,3840,110,655,3075
5350502.01,502.01,3270,265,780,2225
5350502.02,502.02,1405,115,410,875
5350503.00,503.00,2815,225,795,1795
5350504.00,504.00,1700,75,320,1310
5350505.01,505.01,2220,25,295,1900
5350505.02,505.02,2810,55,325,2430
5350506.00,506.00,1280,20,110,1155
5350507.00,507.00,1935,85,350,1495
5350508.00,508.00,1855,125,375,1355
5350509.01,509.01,2880,160,645,2070
5350509.02,509.02,1730,75,335,1320
5350510.00,510.00,2825,235,545,2040
5350511.01,511.01,3545,545,830,2175
5350511.02,511.02,2590,405,630,1555
5350512.00,512.00,3320,285,805,2235
5350513.01,513.01,3460,205,620,2630
5350513.02,513.02,3235,495,785,1950
5350513.03,513.03,1620,120,360,1140
5350513.04,513.04,1875,165,465,1245
5350514.01,514.01,1200,15,175,1005
5350514.02,514.02,2715,355,550,1810
5350515.01,515.01,2240,110,390,1745
5350515.02,515.02,1890,165,375,1350
5350516.01,516.01,2925,80,610,2230
5350516.02,516.02,2885,170,635,2080
5350516.03,516.03,3175,165,735,2275
5350516.04,516.04,3575,260,745,2570
5350516.05,516.05,3500,210,835,2450
5350516.06,516.06,2485,140,520,1825
5350516.08,516.08,3225,225,730,2270
5350516.09,516.09,3775,210,785,2775
5350516.11,516.11,2085,60,265,1760
5350516.16,516.16,2195,125,380,1695
5350516.17,516.17,1645,60,375,1210
5350516.18,516.18,1865,120,300,1445
5350516.20,516.20,3500,155,730,2615
5350516.21,516.21,1525,30,225,1275
5350516.22,516.22,3955,185,635,3140
5350516.23,516.23,3115,115,550,2450
5350516.24,516.24,2180,85,410,1680
5350516.25,516.25,1940,120,375,1445
5350516.26,516.26,3510,295,780,2435
5350516.28,516.28,2585,60,400,2125
5350516.29,516.29,2530,120,365,2045
5350516.30,516.30,3030,120,420,2490
5350516.31,516.31,1410,35,175,1200
5350516.32,516.32,2910,140,470,2300
5350516.37,516.37,5185,210,805,4170
5350516.38,516.38,3595,155,665,2770
5350516.39,516.39,2710,140,485,2075
5350516.40,516.40,3645,205,630,2805
5350516.41,516.41,3270,125,460,2685
5350516.43,516.43,2205,65,305,1830
5350516.44,516.44,2685,110,365,2210
5350516.47,516.47,2790,90,340,2360
5350516.48,516.48,3455,125,470,2860
5350516.50,516.50,2105,75,345,1685
5350516.51,516.51,2565,115,390,2055
5350516.52,516.52,2560,65,405,2085
5350516.53,516.53,1415,50,125,1240
5350516.54,516.54,2450,100,445,1900
5350516.55,516.55,2685,120,370,2195
5350517.00,517.00,1005,85,205,715
5350518.00,518.00,2170,310,465,1395
5350519.00,519.00,2275,220,480,1570
5350520.01,520.01,2810,325,600,1885
5350520.02,520.02,4195,450,740,3005
5350520.05,520.05,1905,175,510,1220
5350520.07,520.07,2830,210,420,2200
5350520.08,520.08,3610,280,795,2535
5350520.09,520.09,4495,225,750,3520
5350520.11,520.11,3125,150,480,2495
5350520.12,520.12,2795,70,395,2330
5350521.01,521.01,3035,155,575,2310
5350521.02,521.02,1820,145,435,1245
5350521.03,521.03,2720,255,700,1765
5350521.04,521.04,3525,320,790,2415
5350521.05,521.05,2445,335,615,1500
5350521.06,521.06,2875,195,530,2150
5350522.00,522.00,3040,235,730,2075
5350523.00,523.00,3150,405,695,2050
5350524.01,524.01,2565,245,545,1775
5350524.02,524.02,1795,180,500,1115
5350525.01,525.01,1690,190,510,990
5350525.02,525.02,2245,200,570,1480
5350526.01,526.01,3255,520,910,1825
5350526.02,526.02,1975,315,410,1250
5350527.02,527.02,2285,135,510,1640
5350527.04,527.04,3005,115,670,2225
5350527.05,527.05,2730,210,645,1875
5350527.06,527.06,1820,105,355,1350
5350527.07,527.07,2510,225,765,1525
5350527.08,527.08,2125,190,520,1415
5350527.09,527.09,1895,185,400,1305
5350527.10,527.10,2875,65,375,2435
5350527.11,527.11,6230,310,865,5055
5350527.12,527.12,2650,210,705,1730
5350527.13,527.13,2615,110,380,2130
5350528.01,528.01,2935,215,575,2155
5350528.11,528.11,2680,110,465,2105
5350528.12,528.12,3000,135,540,2320
5350528.13,528.13,1765,100,275,1400
5350528.15,528.15,2355,140,415,1795
5350528.16,528.16,2800,255,535,2015
5350528.18,528.18,3735,295,800,2650
5350528.19,528.19,2855,215,595,2055
5350528.20,528.20,2985,395,735,1860
5350528.21,528.21,2120,225,555,1340
5350528.22,528.22,3220,435,785,2000
5350528.24,528.24,2620,185,650,1785
5350528.26,528.26,4055,270,790,2990
5350528.31,528.31,2850,295,680,1870
5350528.32,528.32,2390,145,395,1850
5350528.33,528.33,3445,150,605,2690
5350528.34,528.34,3480,275,650,2550
5350528.35,528.35,1745,85,425,1240
5350528.39,528.39,3870,115,550,3205
5350528.40,528.40,3345,230,565,2550
5350528.42,528.42,2900,265,550,2085
5350528.43,528.43,2655,135,455,2070
5350528.44,528.44,1000,85,185,730
5350528.45,528.45,2970,265,675,2035
5350528.46,528.46,3845,265,745,2830
5350528.47,528.47,2850,205,560,2080
5350528.49,528.49,2645,190,360,2090
5350528.50,528.50,1855,135,455,1265
5350528.51,528.51,2140,210,515,1420
5350528.52,528.52,3625,240,710,2675
5350528.53,528.53,1360,50,235,1065
5350528.54,528.54,1640,110,315,1215
5350528.55,528.55,2730,255,655,1815
5350528.56,528.56,1965,115,480,1375
5350528.57,528.57,2265,210,375,1680
5350528.58,528.58,2335,250,530,1555
5350528.59,528.59,2360,180,455,1720
5350528.60,528.60,2070,175,415,1475
5350528.61,528.61,2130,130,300,1695
5350528.62,528.62,815,110,225,485
5350528.63,528.63,3455,285,680,2485
5350529.01,529.01,2145,230,630,1285
5350529.02,529.02,2435,365,615,1460
5350530.01,530.01,2630,385,880,1365
5350530.02,530.02,1755,265,530,960
5350531.01,531.01,2315,340,650,1335
5350531.02,531.02,3285,585,895,1805
5350532.01,532.01,2170,285,685,1200
5350532.02,532.02,2305,335,675,1290
5350540.01,540.01,2805,220,635,1940
5350540.02,540.02,3180,175,615,2395
5350550.01,550.01,2510,125,585,1805
5350550.02,550.02,4005,255,820,2925
5350560.00,560.00,3620,455,1175,1995
5350561.00,561.00,3850,410,1135,2310
5350562.02,562.02,3460,245,875,2340
5350562.03,562.03,2760,285,795,1680
5350562.04,562.04,2410,215,700,1495
5350562.05,562.05,3065,345,880,1840
5350562.06,562.06,1700,145,400,1150
5350562.07,562.07,2355,335,660,1360
5350562.08,562.08,2285,295,695,1300
5350562.09,562.09,2250,325,570,1355
5350562.11,562.11,1775,210,590,980
5350562.12,562.12,3960,450,1040,2475
5350562.13,562.13,670,90,160,420
5350562.14,562.14,2115,175,530,1405
5350562.15,562.15,1940,210,615,1115
5350563.01,563.01,3445,480,935,2020
5350563.02,563.02,1630,110,470,1055
5350564.01,564.01,1310,140,410,760
5350564.02,564.02,2650,380,820,1445
5350570.01,570.01,2240,350,665,1220
5350570.02,570.02,2040,170,460,1410
5350571.01,571.01,2115,420,590,1105
5350571.02,571.02,2190,205,580,1405
5350572.01,572.01,3840,440,1125,2280
5350572.04,572.04,1690,145,485,1060
5350572.05,572.05,3385,280,710,2395
5350572.07,572.07,2425,200,625,1595
5350572.08,572.08,2985,250,880,1850
5350572.09,572.09,2715,295,645,1775
5350572.10,572.10,2015,275,465,1270
5350573.03,573.03,3475,425,955,2100
5350573.05,573.05,3150,340,850,1960
5350573.06,573.06,2660,245,825,1585
5350573.07,573.07,3355,335,1015,2000
5350573.09,573.09,3210,295,745,2170
5350573.10,573.10,1730,105,415,1210
5350573.11,573.11,2810,280,690,1840
5350574.00,574.00,3490,215,920,2355
5350575.01,575.01,3130,485,910,1735
5350575.02,575.02,2685,415,770,1500
5350575.03,575.03,3695,450,1075,2170
5350575.04,575.04,3750,495,1210,2050
5350575.05,575.05,3800,335,1090,2380
5350575.07,575.07,2240,255,395,1585
5350575.08,575.08,3235,340,795,2105
5350576.04,576.04,2520,170,570,1775
5350576.05,576.05,3710,380,995,2335
5350576.06,576.06,4525,450,950,3135
5350576.07,576.07,2445,220,580,1640
5350576.09,576.09,1980,145,495,1335
5350576.16,576.16,3415,495,835,2075
5350576.17,576.17,3615,370,980,2265
5350576.20,576.20,3550,530,1005,2020
5350576.22,576.22,4035,475,1065,2495
5350576.29,576.29,2405,230,515,1660
5350576.31,576.31,2065,165,555,1345
5350576.33,576.33,1410,95,290,1025
5350576.34,576.34,3370,330,800,2240
5350576.43,576.43,3470,310,810,2350
5350576.44,576.44,1560,175,375,1015
5350576.45,576.45,1535,200,415,920
5350576.46,576.46,2890,270,815,1805
5350576.47,576.47,2310,200,530,1585
5350576.49,576.49,2865,220,700,1950
5350576.50,576.50,3585,370,995,2220
5350576.52,576.52,3245,330,810,2105
5350576.53,576.53,2280,235,495,1550
5350576.54,576.54,3155,330,635,2185
5350576.55,576.55,3490,425,910,2160
5350576.57,576.57,2105,215,575,1315
5350576.59,576.59,3450,490,920,2035
5350576.62,576.62,3820,775,925,2120
5350576.63,576.63,3530,520,740,2270
5350576.65,576.65,1715,240,405,1065
5350576.66,576.66,3480,370,1015,2090
5350576.68,576.68,2690,280,615,1790
5350576.69,576.69,3145,265,770,2115
5350576.73,576.73,1395,95,345,945
5350576.74,576.74,4255,650,1000,2605
5350576.75,576.75,3415,405,755,2255
5350576.76,576.76,2630,205,775,1655
5350576.77,576.77,2830,250,650,1935
5350576.78,576.78,2670,300,725,1655
5350576.79,576.79,1480,215,375,890
5350576.80,576.80,1845,170,335,1340
5350576.81,576.81,2560,275,530,1750
5350576.82,576.82,2805,350,735,1715
5350576.83,576.83,1385,230,330,830
5350576.84,576.84,2925,395,605,1920
5350576.85,576.85,3800,585,995,2225
5350576.86,576.86,2440,270,600,1565
5350576.87,576.87,2190,295,500,1390
5350576.88,576.88,2285,340,635,1310
5350576.89,576.89,2175,290,525,1355
5350576.90,576.90,2085,90,435,1570
5350576.91,576.91,7255,490,1145,5615
5350576.92,576.92,2505,255,595,1655
5350576.93,576.93,4580,445,1120,3015
5350576.94,576.94,2415,350,525,1535
5350576.95,576.95,2305,305,575,1435
5350576.96,576.96,3640,415,855,2370
5350576.97,576.97,2315,325,530,1460
5350576.98,576.98,16245,1440,3270,11535
5350576.99,576.99,3100,205,610,2280
5350577.00,577.00,5055,360,870,3830
5350577.01,577.01,1765,155,415,1200
5350577.02,577.02,2875,310,515,2045
5350577.03,577.03,3310,260,650,2390
5350577.04,577.04,3715,175,655,2885
5350577.05,577.05,2800,210,525,2065
5350577.06,577.06,3165,225,585,2350
5350577.07,577.07,2015,230,525,1265
5350577.08,577.08,2385,165,655,1565
5350577.09,577.09,1985,85,340,1555
5350585.02,585.02,3315,315,965,2040
5350585.03,585.03,2900,175,775,1950
5350585.05,585.05,3835,225,945,2660
5350585.07,585.07,3800,270,950,2575
5350585.08,585.08,2245,105,495,1645
5350585.09,585.09,3260,185,990,2085
5350585.10,585.10,2560,245,825,1490
5350586.02,586.02,1650,140,400,1100
5350586.03,586.03,2255,245,620,1395
5350586.04,586.04,3505,290,640,2575
5350586.05,586.05,5190,370,1320,3505
5350587.01,587.01,3215,170,850,2190
5350587.02,587.02,2975,210,725,2030
5350590.00,590.00,2795,265,1005,1525
5350591.01,591.01,3015,230,980,1805
5350591.02,591.02,2885,280,900,1705
5350592.01,592.01,3655,405,1135,2115
5350592.02,592.02,4015,210,1100,2705
5350593.01,593.01,1685,150,480,1050
5350593.02,593.02,910,45,200,660
5350593.03,593.03,885,70,225,590
5350593.04,593.04,1405,80,315,1000
5350600.01,600.01,2875,35,265,2575
5350600.02,600.02,3470,130,495,2840
5350601.00,601.00,2150,10,190,1955
5350602.00,602.00,2100,45,200,1860
5350603.00,603.00,3295,225,685,2380
5350604.00,604.00,985,40,145,800
5350605.00,605.00,1285,55,190,1045
5350606.00,606.00,2910,225,625,2070
5350607.00,607.00,1655,110,340,1205
5350608.00,608.00,1380,85,285,1015
5350609.00,609.00,1340,15,175,1155
5350610.03,610.03,1950,115,395,1440
5350610.04,610.04,1270,50,235,990
5350610.05,610.05,2430,25,270,2125
5350610.06,610.06,2265,30,265,1980
5350611.00,611.00,2485,95,485,1900
5350612.03,612.03,3135,70,370,2695
5350612.05,612.05,2845,110,445,2295
5350612.08,612.08,2735,115,360,2260
5350612.10,612.10,35,0,0,30
5350612.11,612.11,3110,65,355,2690
5350612.12,612.12,3590,75,545,2970
5350612.13,612.13,1740,25,170,1550
5350612.14,612.14,2430,90,365,1980
5350612.15,612.15,4380,50,470,3860
5350612.18,612.18,2415,35,350,2030
5350612.19,612.19,2270,65,220,1990
5350612.20,612.20,2365,35,275,2065
5350612.21,612.21,3705,45,400,3250
5350612.22,612.22,4405,45,435,3920
5350612.23,612.23,2525,85,285,2155
5350612.25,612.25,2810,40,290,2480
5350612.26,612.26,3695,115,425,3150
5350612.27,612.27,2895,65,345,2485
5350612.28,612.28,2075,30,185,1860
5350612.29,612.29,2070,15,220,1835
5350613.01,613.01,2140,100,465,1580
5350613.03,613.03,2330,165,510,1655
5350613.04,613.04,2355,135,540,1680
5350614.01,614.01,1650,45,275,1330
5350614.02,614.02,2065,65,420,1585
5350615.00,615.00,11835,220,1230,10385
5350620.05,620.05,2495,110,375,2010
5350620.06,620.06,4290,235,700,3355
5350620.07,620.07,2915,140,445,2325
5350620.09,620.09,3490,170,525,2795
5350620.13,620.13,1175,90,325,770
5350620.14,620.14,3285,140,555,2590
5350620.15,620.15,2330,120,400,1810
5350620.16,620.16,1775,60,295,1425
5350620.17,620.17,2670,100,510,2060
5350620.18,620.18,2365,105,420,1840
5350620.19,620.19,1670,55,265,1350
5350620.20,620.20,2350,75,365,1915
5350620.21,620.21,2865,95,410,2365
5350620.22,620.22,2655,80,445,2125
5350620.23,620.23,2380,105,495,1780
5350620.24,620.24,3800,115,590,3100
5350620.25,620.25,3275,110,420,2740
5350620.26,620.26,1935,110,340,1485
5350620.27,620.27,2375,60,395,1920
5350620.28,620.28,2300,70,330,1905
5350620.29,620.29,4005,210,565,3225
5350621.00,621.00,2875,135,700,2045
5350622.00,622.00,3205,220,825,2160
5350623.00,623.00,1755,165,495,1090
5350624.00,624.00,2840,240,720,1875
5350625.00,625.00,255,25,70,160
5350626.00,626.00,3065,215,725,2125
5350630.00,630.00,1755,195,460,1100
5350631.02,631.02,3320,170,765,2385
5350631.03,631.03,2785,105,555,2115
5350631.04,631.04,2940,120,555,2260
5350632.00,632.00,2150,140,685,1330
5350633.00,633.00,2175,140,625,1410
5350634.01,634.01,2345,85,540,1720
5350634.02,634.02,2035,160,565,1310
5350635.00,635.00,3085,220,845,2015
5350636.00,636.00,1765,120,355,1285
5350637.00,637.00,3955,280,1035,2635
5350638.00,638.00,3225,310,945,1970
5350639.00,639.00,2460,230,700,1530
